PoroId,McmId,SypId
1596251,715661,7159928
1596253,715662,7159933
1596255,715663,7159938
1596257,715664,7159943
1596259,715665,7159948
1596261,715666,7159953
1596263,715667,7159958
1596265,715668,7159013
1606090,725095,7335412
1606218,725102,7335749
1606208,725105,7335829
1724562,725106,7335315
1724564,725107,7335347
1606104,725110,7335439
1606248,725113,7335499
1606096,725122,7335637
1724572,725125,7335698
1606158,725142,7336215
1606232,725146,7336300
1606216,725150,7336355
1606230,725152,7336415
1606164,725153,7336430
1606144,725159,7336570
1606082,725162,7336230
1606222,725165,7347411
1694538,725166,7336440
1606080,725175,7336988
1606244,725176,7337003
1606128,725182,7337243
1606130,725200,7336615
1606116,725203,7336680
1606132,725204,7336685
1606066,725205,7336690
1606124,725214,7336797
1606048,725215,7336813
1606088,725216,7336823
1606204,725221,7336943
1606142,725233,7337133
1606188,725236,7337158
1606092,725239,7335001
1606166,725244,7335165
1606122,725259,7335683
1606056,725266,7335840
1606064,725267,7335850
1606110,725268,7335860
1606140,725269,7335870
1606152,725270,7335880
1606162,725271,7335890
1606178,725272,7335900
1606186,725273,7335910
1606196,725274,7335920
1606212,725275,7335930
1606226,725276,7335940
1606242,725277,7347376
1606120,725278,7337163
1606146,725279,7337168
1606154,725280,7337173
1606060,725281,7337188
1606084,725282,7337193
1606134,725283,7337198
1606126,725284,7337203
1606200,725285,7337208
1606238,725286,7337223
1606174,725287,7337228
1606172,725288,7337233
1606136,725289,7337238
1606100,725290,7337248
1606234,725291,7337253
1606246,725292,7337258
1606118,725293,7337263
1606050,725295,7337273
1606072,725294,7337268
1606192,725296,7337278
1606170,725297,7337283
1606114,725298,7337288
1606148,725299,7337303
1606182,725300,7337318
1606198,725301,7337328
1606098,725302,7337358
1606070,725303,7337363
1606190,725304,7337373
1606168,725305,7337378
1606112,725306,7337393
1606180,725307,7337398
1606068,725308,7337408
1606052,725309,7337413
1606058,725310,7337423
1606054,725266,7335845
1606062,725267,7335855
1606074,725106,7335320
1606076,725107,7335352
1606078,725175,7336993
1606086,725216,7336828
1606094,725246,7335252
1606102,725110,7335444
1606106,725166,7336445
1606108,725268,7335865
1606138,725269,7335875
1606150,725270,7335885
1606156,725142,7336220
1606160,725271,7335895
1606176,725272,7335905
1606184,725273,7335915
1606194,725274,7335925
1606202,725221,7336948
1606206,725105,7335834
1606210,725275,7335935
1606214,725150,7336360
1606220,725165,7336385
1606224,725276,7335945
1606228,725152,7336420
1606236,725210,7336752
1606240,725277,7347381
1693680,733596,7241746
1612924,733598,7241756
1612734,733601,7241781
1612718,733604,7241741
1612704,733610,7241841
1612696,733619,7427858
1612900,733621,7427863
1612870,733629,7428431
1612876,733633,7428691
1612942,733635,7429067
1612930,733640,7429157
1723679,720396,7429871
1630268,720397,7429881
1612678,733660,7430451
1612840,733663,7430486
1612804,733671,7431448
1612760,733680,7431853
1612792,733689,7431943
1612772,733696,7432013
1612846,733700,7432063
1612938,733705,7432109
1612730,733708,7431473
1612832,733710,7431502
1612912,733716,7432149
1612864,733717,7432159
1612824,733719,7432179
1612812,733725,7432234
1612756,733727,7432254
1612920,733729,7432274
1612820,733730,7432284
1612788,733731,7432294
1612882,733734,7432324
1612828,733736,7432344
1612674,733737,7432354
1612700,733739,7432374
1612946,733740,7432384
1612860,733741,7432389
1612766,733744,7432419
1612856,733745,7432429
1612850,733746,7431393
1612684,733747,7432439
1612688,733748,7432449
1612692,733749,7432459
1612708,733750,7432469
1612712,733751,7432479
1612746,733752,7432489
1612750,733753,7432499
1612776,733754,7432509
1612780,733755,7432519
1612796,733756,7432529
1612808,733757,7432539
1612836,733758,7432549
1612892,733759,7432559
1612904,733760,7432569
1612724,733761,7436472
1612816,733762,7436477
1612742,733763,7241771
1612744,733764,7436602
1612908,733765,7241731
1612934,733766,7436712
1612728,733767,7436592
1612886,733768,7394962
1612872,733769,7436657
1612898,733770,7436697
1612890,733771,7436692
1612844,733772,7436637
1612918,733773,7436702
1612866,733774,7436652
1612880,733775,7436667
1612764,733776,7436612
1612926,733777,7436707
1612736,733778,7436597
1612720,733779,7436587
1612698,733780,7436582
1612878,733781,7436662
1612944,733782,7436717
1612680,733783,7436577
1612806,733784,7436617
1612834,733785,7436632
1612826,733786,7436627
1612948,733787,7436722
1612852,733788,7436647
1612714,733789,7436727
1612752,733790,7436732
1612782,733791,7437503
1612798,733792,7436737
1612928,733793,7436742
1612722,733795,7436752
1612682,733796,7436757
1612950,733797,7436762
1612784,733798,7436767
1612800,733799,7436772
1612854,733800,7462568
1614099,720951,7436777
1612916,733801,7436782
1612896,733802,7436787
1612676,733737,7432359
1612686,733747,7432444
1612690,733748,7432454
1612694,733749,7432464
1612702,733739,7432379
1612706,733610,7437553
1612710,733750,7432474
1612716,733751,7432484
1612726,733596,7437558
1612732,733708,7431478
1612740,733599,7437573
1612748,733752,7432494
1612754,733753,7432504
1612758,733727,7432259
1612762,733680,7431858
1612768,733744,7432424
1612770,733728,7432269
1612774,733696,7432018
1612778,733754,7432514
1612786,733755,7432524
1612790,733731,7432299
1612794,733689,7431948
1612802,733756,7432534
1612810,733757,7432544
1612814,733725,7432239
1612818,733597,7437588
1612822,733730,7432289
1612830,733736,7432349
1612838,733758,7432554
1612842,733663,7430491
1612848,733700,7432058
1612858,733745,7432434
1612862,733741,7432394
1612868,733717,7432164
1612874,733629,7428436
1612884,733734,7432329
1612888,733620,7436687
1612894,733759,7432564
1612902,733621,7427868
1612906,733760,7432574
1612910,733602,7437633
1612914,733716,7432154
1612922,733729,7432279
1612932,733640,7429162
1612936,733603,7437638
1612940,733705,7432114
1628254,740479,7494807
1628570,740494,7495032
1628564,740498,7495087
1628188,740503,7495167
1628328,740504,7495172
1628206,740505,7495182
1628346,740508,7495212
1628396,740512,7495252
1628266,740514,7495272
1628418,740516,7495287
1628548,740526,7495347
1628294,740532,7495382
1628298,740535,7495392
1628210,740548,7495462
1628392,740549,7495477
1628588,740557,7495638
1628508,740559,7495663
1628316,740562,7495683
1628574,740564,7495783
1628356,740565,7495798
1628236,740566,7495843
1628214,740568,7495863
1628246,740573,7495938
1628334,740582,7496028
1628304,740591,7496078
1628310,740611,7496133
1628544,740614,7496148
1628274,740619,7496183
1693337,740620,7496203
1628478,740625,7496233
1628538,740627,7496238
1628578,740647,7496353
1628534,740651,7496373
1628404,740654,7496383
1628360,740657,7496393
1628200,740660,7496408
1628464,740661,7496418
1628500,740662,7496423
1724570,740663,7496438
1628166,740672,7496528
1628172,740673,7496538
1628584,740674,7496543
1628490,740675,7496553
1628280,740677,7496568
1628178,740678,7496583
1628432,740682,7496618
1628376,740695,7496728
1628196,740696,7496733
1628322,740698,7496748
1628184,740700,7496768
1628218,740701,7496773
1628226,740702,7496783
1628232,740703,7496793
1628242,740704,7496803
1628258,740705,7496813
1628350,740707,7496823
1628366,740708,7496833
1628384,740709,7496843
1628412,740710,7496853
1628422,740711,7496863
1628438,740712,7496873
1628446,740713,7496883
1628456,740714,7496893
1628472,740716,7496903
1628484,740717,7496913
1628494,740718,7496923
1628514,740719,7496933
1628518,740720,7496943
1628522,740721,7496953
1628526,740722,7496963
1628530,740723,7496973
1628552,740724,7496983
1628380,740725,7496993
1628224,740726,7497033
1628240,740727,7497038
1628542,740728,7497043
1628372,740729,7497048
1628332,740730,7497053
1628498,740731,7497058
1628374,740732,7497063
1628560,740733,7497068
1628568,740734,7497073
1628562,740735,7497078
1628430,740736,7497083
1628402,740737,7497088
1628194,740738,7497093
1628344,740739,7497098
1628250,740740,7497103
1628288,740741,7497108
1628308,740742,7497113
1628394,740743,7497118
1628400,740744,7497123
1628278,740745,7497128
1628492,740746,7497133
1628264,740747,7497138
1628582,740748,7497143
1628408,740749,7497148
1628204,740750,7497153
1628504,740751,7497158
1628252,740752,7497163
1628170,740753,7497168
1628176,740754,7497173
1628364,740755,7497178
1628506,740756,7497183
1628436,740757,7497188
1628230,740758,7497193
1628326,740759,7497198
1628256,740760,7497203
1628190,740761,7497208
1628268,740762,7497213
1628550,740763,7497218
1628300,740764,7497223
1628510,740765,7497228
1628318,740766,7497233
1628216,740767,7497238
1628336,740768,7497243
1628312,740769,7497248
1628546,740770,7497253
1628480,740771,7497258
1628466,740772,7497263
1628174,740773,7497268
1628282,740774,7497273
1628180,740775,7497278
1628378,740776,7497283
1628198,740777,7497288
1628354,740778,7497293
1628388,740779,7497298
1628416,740780,7497303
1628426,740781,7497308
1628442,740782,7497313
1628450,740783,7497318
1628460,740784,7497323
1628476,740785,7497328
1628488,740786,7497333
1628556,740787,7497338
1628270,740788,7497343
1628302,740789,7497348
1628512,740790,7497353
1628320,740791,7497358
1628338,740792,7497363
1628482,740793,7497368
1628468,740794,7497373
1628284,740795,7497378
1628182,740796,7497383
1628390,740797,7497388
1628428,740798,7497393
1628444,740799,7497398
1628452,740800,7497403
1628462,740801,7497408
1628558,740802,7497413
1628272,740803,7497418
1628340,740804,7497423
1628470,740805,7497428
1628192,740806,7497433
1628222,740807,7497438
1628370,740808,7497443
1628454,740809,7497448
1628164,740632,7496303
1628168,740672,7496533
1628186,740700,7496763
1628202,740660,7496413
1628208,740505,7495187
1628212,740548,7495467
1628220,740701,7496778
1628228,740702,7496788
1628234,740703,7496798
1628238,740566,7495848
1628244,740704,7496808
1628248,740573,7495943
1628260,740705,7496818
1628262,740600,7496108
1628276,740619,7496188
1628286,740597,7496098
1628290,740579,7496003
1628292,740580,7496013
1628296,740532,7495387
1628306,740591,7496083
1628314,740547,7495452
1628324,740698,7496753
1628330,740504,7495177
1628342,740663,7496443
1628348,740508,7495217
1628352,740707,7496828
1628358,740565,7495803
1628362,740657,7496398
1628368,740708,7496838
1628382,740725,7496998
1628386,740709,7496848
1628398,740512,7495257
1628406,740654,7496388
1628410,740563,7495693
1628414,740710,7496858
1628420,740516,7495292
1628424,740711,7496868
1628434,740682,7496623
1628440,740712,7496878
1628448,740713,7496888
1628458,740714,7496898
1628474,740716,7496908
1628486,740717,7496918
1628496,740718,7496928
1628502,740662,7496428
1628516,740719,7496938
1628520,740720,7496948
1628524,740721,7496958
1628528,740722,7496968
1628532,740723,7496978
1628536,740651,7496378
1628540,740627,7496243
1628554,740724,7496988
1628566,740498,7495092
1628572,740494,7495037
1628576,740564,7495788
1628580,740647,7496358
1628586,740674,7496548
1628590,740557,7495643
1711550,273696,2999637
1713782,660227,2998607
1712987,273697,2999642
1713784,660226,2998617
1713786,660225,2998627
1712960,273698,2999647
1713788,660224,2998637
1713656,273699,2999652
1713790,660223,2998657
1711561,273700,2999657
1708426,273701,2999662
1713792,660222,2998647
1713794,660221,2998667
1711580,273702,2999667
1711594,273704,2999677
1713798,660219,2998677
1710930,273705,2999682
1713800,660218,2998697
1713802,660217,2998707
1713030,273706,2999687
1713804,660216,2998727
1712909,273707,2999692
1712996,273708,2999697
1713806,660215,2998717
1713808,660214,2998737
1713037,273709,2999703
1712174,273710,2999708
1713810,660213,2998747
1713042,273711,2999713
1713812,660212,2998757
1713814,273712,461649
1713816,660211,2998767
1713818,660210,2998777
1713820,273713,463222
1713822,660209,2998787
1712184,273714,460631
1713824,273715,463790
1713826,660208,2998797
1713828,660207,2998807
1713830,273716,460141
1713832,273717,462772
1713834,660206,2998817
1722211,273718,463287
1711312,273719,460831
1722257,273720,462370
1712219,273721,463909
1722290,273722,461319
1710571,273723,462300
1712193,273724,463877
1711291,273725,462829
1710431,273726,460125
1710448,273727,461692
1724608,273728,462231
1710512,273729,460715
1710353,273730,461103
1710361,273731,463665
1726886,273733,461574
1712210,273734,463208
1722335,273735,462182
1712242,273736,463737
1712196,273737,460387
1712200,273738,463007
1712232,273739,463543
1722244,273740,461879
1711301,273741,462385
1722260,273742,463930
1722264,660181,2999077
1722268,273743,461303
1722277,273744,462878
1710624,273745,462010
1710475,273746,462580
1710517,273747,461023
1722350,660176,2999127
1710373,273748,461429
1710400,273749,464041
1726974,273750,460466
1729701,273751,462011
1723525,273753,460037
1712500,273754,462596
1722305,660167,2999207
1712229,273755,460595
1722348,273756,462134
1722472,273757,463756
1729464,273758,461176
1724622,273759,462740
1712527,273760,463253
1724629,273762,462926
1724632,273763,460293
1724636,273764,461864
1713836,660150,2999307
1711342,273765,460815
1713838,660149,2999317
1712384,273766,461264
1713840,273767,463831
1713842,660147,2999327
1713844,273768,1192240
1713846,660146,2999337
1713848,660144,2999357
1713850,273769,461803
1713852,660143,2999347
1713854,273770,463237
1713856,273771,460747
1713858,660142,2999377
1713860,273772,3007852
1713862,660140,2999367
1713864,660138,2999387
1713866,273773,462285
1713868,273774,463832
1713870,660137,2999397
1722253,273775,462648
1712248,273776,463117
1722293,273777,461594
1724096,273778,462152
1724090,273779,463701
1712251,273780,3007842
1712394,273782,3007837
1724061,273783,461157
1712676,273785,461396
1722227,273786,462941
1722287,273787,460345
1710590,273788,461849
1712338,273789,462386
1712673,273790,460832
1712187,273791,461332
1724049,273792,464108
1724052,273793,460467
1724044,273794,462045
1724047,273795,461522
1724058,273796,463006
1724055,273797,460401
1699087,279743,1240656
1699088,279744,1240666
1713872,279748,1192761
1713874,279750,1193157
1713876,279752,1194910
269249,279757,1240301
238485,279758,1240311
1713878,279763,1190682
1699089,279764,1240581
1699090,279769,1240606
1710892,279770,1240616
1713880,279775,1195653
1713882,279777,1189475
1724036,371590,1196696
1713884,279781,1196697
1713886,279784,1191579
1699091,279785,1240816
1713888,279787,1193628
1575937,371585,1196539
1713890,279792,1194937
1699092,279795,1240591
1713892,279799,1195868
1713894,279800,1194906
1730296,371586,1192505
1699093,279803,1240411
1713896,279805,1192694
1713898,279807,1194946
190092,279809,1240831
1713900,279811,1193119
266318,279814,1240396
1724038,371584,1196464
1710858,371575,1192767
1713902,279821,1195539
1713904,279824,1196128
1713906,279827,1190286
1713908,279829,1189912
112636,279830,1191199
273982,279837,1194192
108785,279839,1194364
1722410,279840,1194695
108787,279841,1195610
126190,279842,1195690
108781,279851,1240571
108783,279852,1240821
108779,279853,1240526
1713910,279967,1195191
1713912,279972,1192654
1713914,279973,1192655
1713916,279977,1196537
266312,279981,1194911
1699094,279982,1239225
1713918,279984,1195195
1713920,279986,1190683
1713922,279988,1195187
1713924,279992,1195654
1713926,279995,1238750
1713928,279996,1189721
266316,280000,1239180
1713930,280002,1195694
1713932,280005,1194938
266308,280012,1238930
1713934,280013,1191821
1713936,280018,1191674
1579272,280021,1238875
1713938,280022,1191306
1713940,280027,1192511
1713942,280028,1239165
266314,280030,1192695
1595765,280032,1239265
1713944,280034,1193120
1713946,280037,1191397
1713948,280041,1192455
1578594,280042,1238805
1713950,280047,1196129
1713952,280053,1238780
266310,280054,1239195
108793,280056,1190217
108795,280057,1190474
108797,280059,1193235
1699095,280060,1194178
108789,280062,1239185
108791,280063,1239200
1713954,280126,1237649
1713956,280128,1192763
1713958,280135,1189428
1671341,280136,1237899
1575679,280137,1237864
1713960,280138,1237874
1713962,280144,1196371
1713964,280147,1195026
1713966,280149,1190078
1713968,280152,1196242
1713970,280154,1192274
1713972,280156,1190482
1699096,280157,1237614
1713974,280159,1196698
1713976,280164,1237488
1713978,280166,1196314
1713980,280169,1190353
1713982,280170,1190354
1713984,280175,1194689
1713986,280176,1194690
1713988,280179,1189747
1713990,280183,1190133
1713992,280184,1191675
264140,280187,1237413
1713994,280188,1190388
108799,280190,1189578
1713996,280195,1191804
1570968,280196,1237799
1554334,280197,1237629
1713998,280203,1191282
1714000,280205,1237363
1699097,280207,1237393
1699098,280211,1237579
1714002,280212,1190947
108813,280215,1193644
1699099,280218,1195600
108801,280220,1237904
108803,280221,1237889
108805,280222,1237809
108807,280223,1237383
108811,280224,1237689
108809,280225,1237669
1714004,280226,1194109
108839,280230,1237188
1714006,280232,1195192
1714008,280234,1189501
1714010,280237,1189557
1714012,280241,1195197
1699101,280245,1236642
274623,280246,1194676
108835,280247,1237143
1714014,280250,1192591
1595094,280252,1236712
1714016,280254,1195188
1714018,280258,1237263
1714020,280260,1192275
1714022,280262,1189722
108823,280263,1236897
264168,280266,1237288
266302,280271,1236662
1714024,280273,1196699
1714026,280275,1196704
108843,280276,1237303
1714028,280278,1193595
108827,280279,1236972
190074,280282,1236827
1599963,280284,1193629
1714030,280285,1190684
324363,280287,1189748
311770,280289,1236947
1714032,280295,1196503
1714034,280297,1195128
1714036,280299,1237173
1714038,280301,1189967
1714040,280304,1196569
1714042,280306,1193957
108831,280307,1237128
1714044,280310,1236757
108847,280311,1190285
126188,280312,1191334
108851,280314,1192679
108849,280317,1190853
108853,280318,1194343
108841,280319,1237193
108837,280320,1237148
108825,280321,1236907
108845,280322,1237308
108829,280323,1236977
108833,280324,1237133
108815,280325,1236792
108817,280326,1236747
108819,280327,1237313
108821,280328,1236867
1699102,280329,1190005
1699103,280330,1192273
108885,280331,1238685
1714046,280333,1190075
311766,280334,1192651
108855,280339,1189429
1699104,280340,1191469
108865,280341,1238300
266300,280345,1238160
1714048,280347,1192014
1667786,280350,1238695
1699105,280353,1196257
108875,280354,1238450
1699106,280357,1238290
182742,280358,1191716
1714050,280364,1195655
311754,280365,1192316
108879,280366,1238525
1714052,280371,1191581
1699107,280375,1238270
134961,280376,1191294
1714054,280377,1195289
1714056,280380,1190355
1714058,280381,1189440
108871,280382,1238350
1714060,280384,1191307
1714062,280385,1191308
1699108,280388,1196117
108883,280389,1196118
126263,280391,1238235
1714064,280394,1238445
1714066,280396,1194948
1699109,280399,1196723
1714068,280400,1189813
1714070,280402,1191283
1714072,280405,1238430
1714074,280407,1189814
1699110,280410,1238170
1714076,280416,1195540
311089,280417,1238370
108881,280418,1238620
108887,280419,1190218
108889,280420,1190544
108891,280421,1190605
1667501,371594,1191234
108895,280424,1193645
108899,280426,1194365
108901,280428,1194565
108903,280430,1196103
108867,280431,1238305
108877,280432,1238455
299784,280433,1238530
108873,280434,1238355
108861,280435,1238240
1714078,280436,1238625
108869,280437,1238340
108857,280438,1238140
108897,280439,1238185
1714080,280442,1192337
1714082,280444,1196664
1714084,280447,1189729
1714086,280454,1194801
108925,280458,1236342
1714088,280460,1193031
108915,280461,1236192
1714090,280463,1191969
1699111,280465,1236572
311780,280467,1236317
1714092,280470,1196438
1714094,280475,1195027
1714096,280476,1189477
1714098,280479,1235927
1714100,280482,1193134
1714102,280483,1193135
108921,280485,1236297
1714104,280486,1191028
1714106,280487,1195090
1714108,280490,1190918
1714110,280491,1236462
108909,280493,1236097
1714112,280496,1191822
1714114,280498,1236167
1714116,280500,1193198
1714118,280503,1190308
1600833,280506,1236142
108941,280510,1236522
1714120,280512,1192132
1714122,280514,1192181
1586244,280519,1235892
108933,280520,1236382
1714124,280521,1194348
108905,280523,1235912
108929,280524,1236372
1600826,280529,1236112
1699112,280530,1191594
108911,280531,1236147
1714126,280536,1236232
1714128,280537,1192211
1714130,280539,1189498
1699113,280542,1236487
1714132,280551,1189920
1722408,280554,1194671
108949,280555,1195916
108945,280556,1189885
1707637,449308,1189886
1667241,280558,1236197
108923,280559,1236302
108943,280560,1236527
108935,280561,1236387
108931,280562,1236377
1714134,280563,1236152
108939,280564,1236447
108937,280565,1236397
108919,280566,1236247
108927,280567,1236367
134949,280590,1235807
1714136,280591,1189771
1588206,280593,1235742
108959,280596,1235082
1714138,280597,1195079
311820,280600,1235637
1714140,280602,1196538
1714142,280604,1192765
1724514,280605,1190187
108963,280607,1235097
1714144,280609,1190064
1714146,280610,1196316
311059,280613,1235272
1714148,280622,1191788
266298,280628,1235592
1714150,280632,1192276
1699115,280634,1235387
1714152,280635,1192403
108975,280636,1235397
1699116,280637,1194072
1699117,280641,1235257
1579488,280644,1235882
1714154,280647,1191941
108971,280650,1235232
1714156,280653,1195979
108965,280654,1235132
1714158,280656,1193630
1714160,280658,1195695
1699118,280661,1235622
134947,280664,1235467
1699119,280668,1235312
1699120,280672,1235157
108979,280676,1235412
