CardId,McmId,TcgplayerProductId,34410
1081,733719,516687,
1082,720395,516688,
1083,733720,516688,
1084,733721,516689,
1085,733722,516690,
1086,733723,516691,
1087,733724,516692,
1088,733725,516693,
1089,733726,516694,
1090,733727,516695,
1091,733728,516696,
1092,733729,516697,
1093,733730,516698,
1094,733731,516699,
1095,733732,516700,
1096,733733,516701,
1097,733734,516702,
1098,733735,516703,
1099,733736,516704,
1100,733737,516705,
1101,733738,516706,
1102,733739,516707,
1103,733740,516708,
1104,733741,516709,
1105,733742,516710,
1106,733743,516711,
1107,733744,516712,
1108,733745,516713,
1109,733746,516566,
1110,733747,516714,
1111,733748,516715,
1112,733749,516716,
1113,733750,516717,
1114,733751,516718,
1115,733752,516719,
1116,733753,516720,
1117,733754,516721,
1118,733755,516722,
1119,733756,516723,
1120,733757,516724,
1121,733758,516725,
1122,733759,516726,
1123,733760,516727,
1124,733761,516997,
1125,733762,516998,
1126,733763,502556,
1127,733764,517018,
1128,733765,502549,
1129,733766,517038,
1130,733767,517016,
1131,733768,513721,
1132,733769,517029,
1133,733770,517035,
1134,733771,517034,
1135,733772,517025,
1136,733773,517036,
1137,733774,517028,
1138,733775,517031,
1139,733776,517020,
1140,733777,517037,
1141,733778,517017,
1142,733779,517015,
1143,733780,517014,
1144,733781,517030,
1145,733782,517039,
1146,733783,517013,
1147,733784,517021,
1148,733785,517024,
1149,733786,517023,
1150,733787,517040,
1151,733788,517027,
1152,733789,517041,
1153,733790,517042,
1154,733791,517176,
1155,733792,517043,
1156,733793,517044,
1157,733794,517045,
1158,733795,517046,
1159,733796,517047,
1160,733797,517048,
1161,733798,517049,
1162,733799,517050,
1163,733800,519481,
1164,720951,517051,
1165,733801,517052,
1166,733802,517053,
1167,733737,516705,
1168,733747,516714,
1169,733748,516715,
1170,733749,516716,
1171,733739,516707,
1172,733610,502564,
1173,733750,516717,
1174,733751,516718,
1175,733596,502552,
1176,733708,516575,
1177,733599,502555,
1178,733599,502555,
1179,733752,516719,
1180,733753,516720,
1181,733727,516695,
1182,733680,516654,
1183,733744,516712,
1184,733728,516696,
1185,733696,516670,
1186,733754,516721,
1187,733755,516722,
1188,733731,516699,
1189,733689,516663,
1190,733756,516723,
1191,733757,516724,
1192,733725,516693,
1193,733597,502553,
1194,733730,516698,
1195,733736,516704,
1196,733758,516725,
1197,733663,516385,
1198,733700,516674,
1199,733745,516713,
1200,733741,516709,
1201,733717,516685,
1202,733629,516024,
1203,733734,516702,
1204,733620,517033,
1205,733759,516726,
1206,733621,515957,
1207,733760,516727,
1208,733602,502548,
1209,733716,516684,
1210,733729,516697,
1211,733640,516159,
1212,733603,502550,
1213,733705,516680,
1214,729176,,
1215,729180,,
1216,729173,,
1217,729177,,
1218,729181,,
1219,729174,,
1220,729178,,
1221,729182,,
1222,729175,,
1223,729179,,
1224,740477,523584,
1225,740478,523585,
1226,740479,523587,
1227,740480,523603,
1228,740481,523604,
1229,740482,523605,
1230,740483,523606,
1231,740484,523607,
1232,740485,523608,
1233,740486,523609,
1234,740487,523610,
1235,740488,523611,
1236,740489,523612,
1237,740490,523614,
1238,740491,523615,
1239,740492,523616,
1240,740493,523617,
1241,740494,523618,
1242,740495,523619,
1243,740496,523621,
1244,740497,523622,
1245,740498,523625,
1246,740499,523630,
1247,740500,523631,
1248,740501,523633,
1249,740502,523634,
1250,740503,523636,
1251,740504,523637,
1252,740505,523638,
1253,740506,523639,
1254,740507,523640,
1255,740508,523641,
1256,740509,523642,
1257,740510,523643,
1258,740511,523644,
1259,740512,523645,
1260,740513,523646,
1261,740514,523647,
1262,740515,523648,
1263,740516,523649,
1264,740517,523650,
1265,740518,523651,
1266,740519,523652,
1267,740521,523653,
1268,740525,523654,
1269,740526,523655,
1270,740527,523656,
1271,740530,523657,
1272,740532,523659,
1273,740535,523660,
1274,740539,523661,
1275,740542,523662,
1276,740543,523663,
1277,740544,523664,
1278,740545,523665,
1279,740547,523666,
1280,740548,523668,
1281,740549,523670,
1282,740550,523671,
1283,740551,523673,
1284,740552,523674,
1285,740553,523675,
1286,740554,523679,
1287,740555,523698,
1288,740556,523699,
1289,740557,523700,
1290,740558,523702,
1291,740559,523703,
1292,740561,523705,
1293,740562,523706,
1294,740563,523707,
1295,740564,523725,
1296,740565,523727,
1297,740566,523734,
1298,740567,523735,
1299,740568,523736,
1300,740569,523743,
1301,740570,523744,
1302,740571,523745,
1303,740572,523746,
1304,740573,523747,
1305,740574,523748,
1306,740575,523749,
1307,740576,523750,
1308,740577,523751,
1309,740578,523752,
1310,740579,523753,
1311,740580,523754,
1312,740582,523756,
1313,740586,523757,
1314,740588,523758,
1315,740589,523759,
1316,740591,523762,
1317,740597,523764,
1318,740600,523765,
1319,740608,523766,
1320,740609,523767,
1321,740611,523768,
1322,740613,523769,
1323,740614,523770,
1324,740615,523771,
1325,740616,523772,
1326,740617,523773,
1327,740619,523774,
1328,740620,523777,
1329,740621,523778,
1330,740623,523779,
1331,740625,523780,
1332,740627,523781,
1333,740628,523783,
1334,740629,523784,
1335,740630,523786,
1336,740632,523787,
1337,740635,523788,
1338,740638,523789,
1339,740640,523790,
1340,740644,523791,
1341,740647,523793,
1342,740650,523794,
1343,740651,523795,
1344,740654,523796,
1345,740657,523797,
1346,740660,523799,
1347,740661,523800,
1348,740662,523801,
1349,740663,523803,
1350,740664,523804,
1351,740665,523805,
1352,740667,523806,
1353,740668,523807,
1354,740669,523808,
1355,740670,523809,
1356,740671,523810,
1357,740672,523813,
1358,740673,523814,
1359,740674,523815,
1360,740675,523816,
1361,740676,523817,
1362,740677,523818,
1363,740678,523821,
1364,740679,523822,
1365,740680,523823,
1366,740681,523824,
1367,740682,523825,
1368,740684,523826,
1369,740685,523827,
1370,740687,523828,
1371,740688,523829,
1372,740689,523830,
1373,740690,523831,
1374,740691,523832,
1375,740692,523833,
1376,740693,523834,
1377,740694,523835,
1378,740695,523836,
1379,740696,523837,
1380,740697,523838,
1381,740698,523839,
1382,740700,523840,
1383,740701,523841,
1384,740702,523842,
1385,740703,523843,
1386,740704,523844,
1387,740705,523845,
1388,740707,523846,
1389,740708,523847,
1390,740709,523848,
1391,740710,523849,
1392,740711,523850,
1393,740712,523851,
1394,740713,523852,
1395,740714,523853,
1396,740716,523854,
1397,740717,523855,
1398,740718,523856,
1399,740719,523857,
1400,740720,523858,
1401,740721,523859,
1402,740722,523860,
1403,740723,523861,
1404,740724,523862,
1405,740725,523863,
1406,740726,523864,
1407,740727,523865,
1408,740728,523866,
1409,740729,523867,
1410,740730,523868,
1411,740731,523869,
1412,740732,523870,
1413,740733,523871,
1414,740734,523872,
1415,740735,523873,
1416,740736,523874,
1417,740737,523875,
1418,740738,523876,
1419,740739,523877,
1420,740740,523878,
1421,740741,523879,
1422,740742,523880,
1423,740743,523881,
1424,740744,523882,
1425,740745,523883,
1426,740746,523884,
1427,740747,523885,
1428,740748,523886,
1429,740749,523887,
1430,740750,523888,
1431,740751,523889,
1432,740752,523890,
1433,740753,523891,
1434,740754,523892,
1435,740755,523893,
1436,740756,523894,
1437,740757,523895,
1438,740758,523896,
1439,740759,523897,
1440,740760,523898,
1441,740761,523899,
1442,740762,523900,
1443,740763,523901,
1444,740764,523902,
1445,740765,523903,
1446,740766,523904,
1447,740767,523905,
1448,740768,523906,
1449,740769,523907,
1450,740770,523908,
1451,740771,523909,
1452,740772,523910,
1453,740773,523911,
1454,740774,523912,
1455,740775,523913,
1456,740776,523914,
1457,740777,523915,
1458,740778,523916,
1459,740779,523917,
1460,740780,523918,
1461,740781,523919,
1462,740782,523920,
1463,740783,523921,
1464,740784,523922,
1465,740785,523923,
1466,740786,523924,
1467,740787,523925,
1468,740788,523926,
1469,740789,523927,
1470,740790,523928,
1471,740791,523929,
1472,740792,523930,
1473,740793,523931,
1474,740794,523932,
1475,740795,523933,
1476,740796,523934,
1477,740797,523935,
1478,740798,523936,
1479,740799,523937,
1480,740800,523938,
1481,740801,523939,
1482,740802,523940,
1483,740803,523941,
1484,740804,523942,
1485,740805,523943,
1486,740806,523944,
1487,740807,523945,
1488,740808,523946,
1489,740809,523947,
1490,740632,523787,
1491,740672,523813,
1492,740700,523840,
1493,740660,523799,
1494,740505,523638,
1495,740548,523668,
1496,740701,523841,
1497,740702,523842,
1498,740703,523843,
1499,740566,523734,
1500,740704,523844,
1501,740573,523747,
1502,740705,523845,
1503,740600,523765,
1504,740619,523774,
1505,740597,523764,
1506,740579,523753,
